customer_id,number_of_site_visits,number_of_emails_opened,number_of_clicks
4764,162,19,36
4765,165,5,21
4766,18,13,11
4767,10,14,17
4768,136,34,10
4769,97,118,29
4770,31,4,2
4771,172,93,17
4772,83,22,17
4773,56,22,2
4774,11,2,2
4775,208,81,45
4776,4,39,20
4777,27,126,23
4778,96,83,50
4779,390,137,48
4780,147,92,2
4781,20,6,6
4782,92,113,11
4783,141,61,34
4784,247,124,5
4785,102,39,56
4786,44,63,74
4787,5,2,1
4788,19,9,1
4789,8,1,2
4790,135,6,18
4791,28,25,3
4792,85,29,7
4793,20,7,3
4794,90,43,21
4795,84,25,26
4796,188,2,10
4797,7,11,2
4798,112,37,20
4799,240,5,36
4800,39,21,11
4801,6,6,5
4802,111,41,12
4803,73,5,38
4804,472,118,4
4805,398,73,19
4806,22,49,16
4807,212,42,33
4808,287,12,26
4809,65,26,7
4810,14,6,3
4811,75,58,7
4812,197,38,21
4813,36,80,28
4814,121,45,2
4815,70,56,8
4816,1,31,25
4817,5,2,1
4818,160,15,35
4819,65,152,79
4820,37,40,4
4821,58,17,11
4822,8,3,1
4823,13,16,18
4824,211,66,36
4825,49,122,21
4826,10,15,6
4827,65,56,12
4828,10,2,1
4829,3,1,1
4830,297,101,54
4831,284,42,65
4832,44,3,3
4833,500,79,52
4834,4,1,1
4835,1,1,1
4836,10,16,6
4837,49,14,11
4838,9,88,1
4839,73,80,25
4840,17,19,9
4841,56,17,18
4842,185,65,32
4843,261,214,31
4844,54,37,21
4845,5,1,1
4846,86,22,11
4847,127,97,11
4848,233,68,21
4849,68,146,4
4850,515,190,78
4851,414,111,83
4852,297,282,47
4853,1,1,1
4854,1,1,1
4855,44,66,27
4856,367,12,54
4857,19,15,4
4858,1,35,4
4859,29,12,5
4860,39,15,7
4861,19,8,2
4862,45,36,20
4863,27,5,7
4864,7,33,5
4865,30,3,1
4866,68,34,7
4867,103,25,25
4868,1,1,1
4869,4,73,47
4870,324,135,77
4871,424,135,5
4872,15,2,3
4873,20,9,1
4874,116,27,27
4875,12,72,32
4876,197,94,3
4877,20,19,10
4878,5,12,2
4879,91,1,18
4880,61,50,9
4881,131,32,49
4882,1,1,1
4883,6,3,1
4884,12,8,3
4885,55,33,6
4886,395,98,34
4887,122,53,19
4888,28,16,5
4889,14,2,2
4890,72,28,3
4891,74,9,4
4892,517,106,20
4893,72,16,27
4894,225,6,33
4895,133,90,45
4896,18,51,20
4897,204,29,40
4898,13,6,1
4899,10,2,1
4900,8,1,2
4901,317,45,56
4902,33,35,17
4903,11,24,7
4904,132,28,5
4905,297,24,61
4906,248,86,52
4907,103,12,29
4908,175,37,32
4909,3,7,3
4910,28,6,18
4911,259,182,105
4912,33,5,6
4913,83,38,59
4914,8,12,3
4915,254,125,26
4916,30,19,3
4917,80,150,60
4918,49,56,21
4919,2,1,1
4920,12,13,11
4921,131,102,6
4922,16,18,34
4923,19,13,7
4924,31,12,1
4925,59,27,1
4926,174,186,55
4927,268,57,35
4928,45,1,11
4929,1,5,21
4930,68,1,8
4931,2,7,6
4932,1,1,1
4933,1,1,1
4934,3,13,6
4935,40,1,14
4936,48,28,9
4937,108,95,110
4938,6,10,7
4939,166,52,28
4940,128,32,23
4941,2,12,45
4942,1,1,1
4943,13,11,11
4944,157,36,17
4945,135,58,16
4946,70,28,41
4947,352,47,101
4948,32,28,22
4949,99,72,1
4950,21,5,3
4951,19,9,2
4952,40,13,10
4953,99,114,38
4954,216,6,29
4955,161,115,57
4956,159,18,3
4957,191,53,7
4958,71,12,6
4959,84,172,60
4960,44,13,4
4961,6,11,6
4962,52,37,5
4963,48,5,20
4964,103,58,1
4965,7,109,40
4966,27,6,3
4967,148,67,9
4968,8,6,1
4969,83,13,13
4970,2,41,17
4971,62,51,17
4972,1,1,1
4973,13,48,30
4974,1,1,1
4975,137,67,24
4976,55,52,38
4977,55,25,15
4978,8,17,6
4979,220,83,43
4980,22,24,21
4981,273,142,79
4982,2,1,1
4983,65,65,20
4984,7,115,49
4985,85,35,31
4986,4,1,1
4987,40,42,8
4988,1,1,1
4989,152,81,16
4990,61,55,9
4991,44,72,17
4992,91,7,7
4993,46,41,7
4994,56,39,4
4995,372,58,80
4996,11,19,1
4997,114,45,58
4998,9,3,1
4999,25,21,1
5000,175,126,49
5001,20,10,3
5002,10,4,1
5003,103,29,7
5004,17,10,5
5005,150,60,24
5006,69,6,10
5007,1,51,12
5008,19,100,54
5009,74,21,15
5010,72,8,10
5011,158,21,26
5012,36,11,4
5013,390,91,79
5014,37,14,5
5015,146,67,11
5016,48,97,37
5017,41,7,17
5018,369,50,15
5019,10,55,30
5020,220,32,38
5021,49,19,6
5022,50,36,2
5023,11,10,27
5024,15,1,1
5025,1,1,1
5026,266,1,17
5027,100,29,4
5028,116,31,11
5029,51,17,6
5030,61,10,19
5031,218,14,63
5032,9,5,2
5033,115,46,18
5034,118,10,68
5035,77,21,12
5036,32,2,4
5037,22,4,12
5038,46,3,23
5039,5,5,3
5040,31,8,6
5041,167,21,31
5042,181,131,21
5043,2,1,1
5044,2,22,13
5045,37,30,17
5046,281,36,9
5047,53,23,18
5048,6,12,2
5049,97,55,29
5050,13,4,1
5051,502,173,57
5052,1,1,1
5053,9,1,2
5054,1,1,1
5055,52,51,18
5056,213,32,37
5057,3,26,15
5058,107,11,15
5059,1,1,1
5060,21,11,1
5061,352,164,72
5062,5,18,19
5063,221,57,36
5064,127,1,23
5065,39,8,11
5066,26,4,1
5067,35,8,8
5068,1,1,1
5069,99,5,14
5070,92,50,31
5071,50,29,10
5072,48,8,8
5073,220,42,48
5074,476,4,23
5075,154,64,57
5076,65,30,10
5077,605,136,134
5078,1,1,1
5079,80,14,34
5080,9,3,5
5081,91,23,9
5082,150,52,59
5083,118,25,10
5084,31,15,2
5085,271,13,37
5086,7,122,8
5087,49,19,10
5088,37,20,11
5089,14,12,6
5090,33,14,7
5091,9,5,1
5092,5,47,22
5093,5,2,1
5094,388,152,16
5095,46,7,34
5096,147,26,48
5097,55,9,6
5098,17,15,6
5099,3,15,10
5100,381,148,38
5101,37,6,4
5102,85,59,53
5103,3,5,6
5104,95,21,90
5105,11,95,43
5106,7,94,35
5107,2,1,1
5108,184,227,65
5109,6,4,7
5110,158,105,24
5111,473,59,7
5112,53,64,61
5113,71,39,21
5114,2,2,1
5115,101,26,35
5116,74,29,11
5117,88,37,5
5118,2,2,1
5119,14,27,13
5120,62,2,6
5121,40,11,2
5122,10,2,1
5123,283,128,22
5124,58,19,4
5125,7,1,1
5126,5,32,19
5127,1,5,4
5128,128,2,32
5129,512,7,86
5130,3,91,39
5131,1,2,1
5132,136,62,31
5133,26,23,9
5134,11,1,1
5135,221,69,47
5136,108,38,12
5137,110,47,24
5138,93,30,32
5139,547,253,76
5140,8,15,8
5141,32,14,6
5142,147,14,24
5143,93,15,24
5144,105,41,28
5145,472,202,99
5146,51,2,23
5147,357,25,56
5148,64,20,3
5149,47,7,10
5150,57,60,17
5151,109,18,20
5152,242,19,23
5153,131,39,19
5154,20,5,3
5155,36,58,22
5156,431,14,94
5157,153,23,1
5158,17,6,3
5159,24,3,9
5160,2,84,37
5161,52,19,19
5162,295,7,50
5163,194,20,1
5164,51,5,11
5165,17,2,2
5166,49,34,30
5167,1,1,1
5168,51,28,9
5169,9,8,3
5170,25,8,4
5171,232,102,39
5172,28,11,9
5173,3,3,2
5174,3,17,3
5175,91,53,4
5176,81,5,22
5177,9,2,4
5178,418,120,23
5179,48,94,29
5180,223,43,55
5181,10,3,1
5182,3,1,1
5183,76,23,2
5184,203,52,70
5185,104,86,12
5186,4,75,42
5187,77,33,4
5188,76,156,16
5189,96,26,11
5190,41,8,6
5191,7,3,1
5192,43,2,19
5193,63,16,25
5194,139,72,22
5195,16,14,4
5196,89,61,10
5197,138,19,27
5198,87,18,17
5199,113,21,3
5200,156,95,60
5201,36,2,7
5202,295,77,66
5203,56,22,4
5204,206,20,69
5205,3,2,1
5206,9,9,7
5207,254,98,9
5208,455,180,112
5209,11,4,7
5210,139,65,11
5211,76,86,29
5212,5,3,3
5213,599,41,21
5214,2,10,1
5215,85,50,25
5216,99,26,34
5217,28,11,5
5218,36,8,2
5219,15,4,14
5220,131,14,4
5221,40,173,15
5222,75,15,8
5223,184,15,34
5224,6,2,1
5225,47,33,10
5226,444,163,71
5227,218,8,51
5228,122,70,35
5229,84,58,4
5230,12,5,2
5231,18,19,1
5232,1,1,1
5233,323,76,42
5234,103,16,7
5235,276,74,20
5236,41,3,8
5237,453,80,3
5238,313,6,43
5239,38,7,10
5240,17,9,10
5241,209,72,38
5242,4,2,1
5243,15,17,1
5244,18,17,11
5245,23,19,7
5246,1,1,1
5247,235,82,50
5248,536,94,36
5249,254,96,49
5250,268,83,85
5251,109,11,8
5252,1,171,2
5253,85,36,3
5254,35,13,7
5255,10,24,11
5256,678,97,82
5257,59,18,7
5258,123,22,15
5259,67,9,2
5260,38,5,6
5261,152,13,84
5262,72,25,13
5263,157,25,12
5264,29,54,10
5265,222,67,11
5266,29,15,24
5267,22,19,10
5268,217,56,40
5269,38,23,11
5270,87,36,59
5271,152,18,4
5272,34,9,11
5273,62,18,6
5274,6,3,2
5275,51,1,15
5276,33,125,8
5277,1,1,1
5278,66,152,2
5279,35,4,19
5280,37,30,22
5281,114,42,4
5282,1,19,3
5283,87,68,25
5284,8,22,3
5285,50,3,14
5286,81,26,4
5287,30,9,5
5288,308,36,44
5289,143,49,1
5290,19,18,21
5291,1,1,1
5292,30,7,8
5293,104,51,49
5294,1,1,1
5295,36,71,44
5296,15,7,1
5297,92,123,4
5298,25,16,6
5299,1,5,2
5300,49,10,2
5301,50,40,11
5302,407,152,43
5303,2,88,22
5304,119,44,22
5305,278,41,55
5306,28,50,13
5307,68,78,42
5308,25,64,34
5309,201,59,24
5310,2,16,7
5311,151,22,20
5312,63,24,30
5313,71,15,8
5314,32,117,51
5315,243,92,33
5316,153,48,37
5317,96,139,32
5318,151,21,38
5319,40,5,7
5320,3,1,1
5321,60,16,12
5322,4,7,4
5323,120,67,79
5324,248,37,39
5325,138,75,38
5326,18,4,5
5327,174,71,12
5328,629,27,89
5329,309,131,78
5330,5,7,4
5331,106,10,18
5332,239,102,33
5333,481,76,63
5334,1,1,1
5335,40,20,14
5336,29,21,7
5337,17,5,2
5338,33,65,56
5339,72,61,10
5340,36,22,11
5341,40,32,21
5342,3,19,7
5343,139,94,34
5344,41,34,23
5345,239,93,25
5346,15,9,3
5347,431,98,12
5348,1,1,1
5349,13,15,2
5350,6,8,3
5351,9,4,2
5352,278,30,51
5353,6,5,13
5354,143,16,42
5355,85,53,5
5356,55,9,9
5357,65,45,11
5358,83,4,5
5359,45,30,21
5360,43,77,46
5361,25,69,22
5362,86,47,19
5363,2,1,1
5364,31,11,6
5365,56,83,21
5366,157,69,34
5367,6,34,26
5368,98,14,36
5369,37,25,2
5370,148,35,33
5371,23,5,1
5372,31,93,23
5373,20,8,7
5374,2,5,2
5375,168,58,10
5376,154,39,3
5377,1,1,1
5378,452,60,26
5379,6,3,1
5380,157,61,21
5381,192,76,10
5382,205,75,14
5383,14,1,1
5384,191,78,43
5385,1,1,1
5386,117,19,18
5387,350,116,36
5388,587,147,79
5389,54,23,2
5390,67,22,8
5391,225,130,9
5392,543,126,33
5393,1,1,1
5394,10,19,18
5395,18,7,1
5396,1,1,1
5397,18,37,44
5398,41,16,4
5399,38,3,1
5400,6,59,2
5401,87,72,26
5402,173,73,6
5403,62,45,50
5404,40,25,1
5405,2,1,1
5406,32,14,4
5407,77,31,1
5408,227,128,14
5409,463,90,114
5410,135,58,40
5411,261,25,11
5412,100,125,54
5413,119,205,39
5414,371,180,67
5415,160,193,10
5416,4,14,10
5417,82,67,10
5418,45,32,17
5419,246,79,52
5420,34,17,3
5421,3,44,13
5422,95,33,32
5423,1,1,1
5424,18,5,4
5425,13,2,1
5426,335,129,59
5427,4,4,2
5428,42,11,8
5429,13,5,9
5430,33,9,20
5431,76,22,14
5432,179,73,34
5433,137,45,27
5434,1,3,1
5435,17,5,1
5436,464,87,87
5437,45,22,6
5438,53,25,20
5439,441,126,71
5440,6,4,2
5441,113,85,3
5442,81,20,13
5443,16,23,16
5444,9,8,1
5445,87,32,13
5446,207,84,102
5447,170,125,8
5448,2,4,2
5449,332,213,117
5450,161,5,19
5451,6,2,1
5452,21,3,2
5453,55,21,14
5454,58,125,50
5455,19,10,2
5456,58,18,10
5457,98,22,28
5458,42,23,4
5459,32,4,21
5460,262,165,39
5461,36,81,61
5462,183,108,19
5463,43,28,4
5464,47,10,4
5465,2,7,2
5466,116,31,23
5467,72,45,10
5468,254,139,68
5469,39,10,13
5470,6,12,3
5471,54,12,53
5472,43,13,19
5473,207,51,7
5474,10,5,11
5475,80,143,6
5476,16,49,14
5477,69,22,2
5478,16,13,45
5479,62,130,48
5480,110,65,22
5481,1,1,1
5482,45,17,10
5483,62,41,34
5484,144,27,70
5485,120,62,15
5486,218,36,22
5487,120,91,17
5488,324,154,41
5489,25,19,56
5490,42,32,15
5491,218,87,14
5492,148,34,30
5493,25,9,1
5494,234,98,6
5495,2,6,1
5496,14,15,13
5497,5,2,1
5498,11,3,1
5499,453,133,5
5500,93,31,14
5501,2,1,3
5502,6,20,10
5503,481,88,87
5504,206,97,39
5505,73,3,17
5506,47,12,3
5507,170,42,44
5508,1,1,1
5509,104,105,106
5510,137,63,29
5511,11,2,2
5512,97,34,39
5513,39,19,7
5514,98,45,34
5515,10,36,25
5516,31,51,50
5517,359,195,26
5518,149,38,2
5519,6,8,2
5520,124,84,66
5521,582,216,66
5522,182,47,22
5523,15,6,2
5524,212,131,57
5525,4,4,2
5526,219,43,98
5527,1,1,1
5528,3,16,4
5529,1,1,1
5530,4,1,3
5531,18,3,3
5532,324,8,2
5533,249,177,8
5534,436,131,52
5535,6,1,1
5536,103,100,34
5537,9,87,38
5538,1,1,1
5539,33,10,9
5540,76,22,2
5541,98,43,19
5542,135,75,24
5543,58,2,16
5544,51,16,9
5545,305,154,37
5546,64,16,16
5547,209,22,21
5548,288,72,48
5549,13,17,6
5550,8,8,10
5551,28,19,4
5552,22,5,15
5553,128,10,16
5554,26,2,1
5555,9,3,1
5556,9,1,4
5557,32,18,58
5558,11,4,1
5559,51,26,19
5560,314,108,48
5561,10,5,1
5562,94,229,77
5563,139,43,19
5564,41,2,4
5565,23,6,4
5566,61,16,11
5567,11,3,2
5568,2,1,1
5569,126,11,29
5570,47,3,1
5571,132,62,21
5572,425,29,64
5573,1,1,1
5574,329,161,31
5575,94,16,26
5576,108,19,5
5577,10,5,3
5578,27,4,10
5579,29,15,6
5580,1,1,1
5581,148,83,73
5582,25,23,3
5583,23,4,2
5584,155,22,7
5585,66,34,21
5586,136,55,40
5587,10,5,4
5588,103,103,6
5589,19,9,14
5590,5,2,1
5591,60,20,4
5592,9,3,5
5593,1,1,1
5594,17,3,1
5595,32,11,4
5596,69,36,2
5597,95,30,9
5598,241,83,18
5599,361,80,75
5600,11,4,1
5601,17,15,1
5602,165,35,41
5603,12,3,1
5604,16,46,21
5605,1,1,1
5606,1,12,10
5607,11,26,17
5608,40,6,3
5609,26,21,17
5610,19,6,9
5611,11,2,5
5612,38,14,5
5613,114,44,18
5614,31,27,13
5615,31,9,10
5616,107,18,34
5617,14,5,2
5618,2,1,1
5619,16,3,1
5620,133,1,19
5621,339,172,61
5622,159,56,39
5623,40,29,27
5624,1,1,1
5625,1,18,16
5626,323,162,71
5627,20,9,8
5628,195,56,8
5629,43,9,2
5630,14,3,5
5631,362,80,61
5632,36,4,4
5633,434,101,55
5634,44,22,19
5635,31,7,3
5636,561,148,83
5637,1,42,17
5638,14,92,37
5639,92,14,19
5640,88,37,12
5641,10,2,1
5642,22,29,12
5643,281,37,48
5644,55,21,3
5645,4,7,5
5646,3,1,3
5647,99,66,49
5648,358,94,91
5649,76,88,41
5650,281,58,31
5651,15,26,1
5652,4,133,39
5653,125,25,33
5654,4,2,1
5655,79,138,38
5656,27,29,56
5657,169,28,44
5658,353,30,14
5659,252,123,52
5660,78,29,22
5661,12,68,24
5662,134,46,10
5663,22,6,3
5664,76,70,39
5665,2,13,11
5666,41,31,14
5667,62,112,57
5668,31,15,8
5669,57,9,16
5670,39,18,8
5671,207,12,20
5672,60,6,24
5673,28,1,4
5674,310,108,47
5675,54,141,52
5676,7,44,11
5677,14,2,2
5678,88,35,4
5679,60,6,16
5680,85,37,42
5681,373,13,77
5682,20,2,2
5683,65,86,41
5684,233,88,38
5685,42,107,33
5686,37,19,30
5687,73,31,12
5688,6,9,4
5689,297,153,44
5690,5,28,19
5691,1,1,1
5692,143,190,28
5693,5,1,1
5694,228,77,59
5695,28,5,6
5696,383,85,82
5697,43,19,59
5698,2,1,1
5699,21,4,18
5700,80,41,7
5701,354,73,75
5702,1,1,1
5703,89,9,7
5704,137,51,4
5705,241,65,14
5706,38,57,16
5707,233,72,46
5708,373,168,120
5709,67,32,1
5710,34,50,8
5711,11,6,26
5712,4,2,1
5713,95,115,45
5714,16,20,27
5715,44,4,4
5716,274,21,14
5717,536,243,45
5718,1,1,1
5719,34,46,16
5720,189,92,56
5721,81,17,10
5722,14,20,3
5723,134,17,43
5724,20,8,3
5725,83,43,5
5726,269,178,2
5727,16,11,3
5728,127,39,46
5729,59,97,57
5730,9,31,7
5731,153,94,34
5732,13,2,1
5733,25,54,15
5734,307,104,99
5735,40,95,45
5736,9,2,1
5737,20,3,2
5738,31,9,5
5739,76,84,55
5740,48,13,18
5741,12,21,3
5742,148,13,25
5743,153,30,23
5744,1,1,1
5745,204,43,39
5746,101,25,15
5747,336,212,60
5748,24,16,1
5749,2,1,1
5750,4,1,1
5751,27,20,2
5752,2,1,1
5753,107,32,15
5754,6,3,1
5755,178,88,22
5756,24,10,11
5757,18,78,40
5758,6,1,4
5759,69,123,11
5760,61,11,2
5761,99,11,20
5762,14,40,33
5763,98,10,18
5764,56,12,2
5765,226,10,43
5766,9,17,6
5767,75,47,25
5768,53,70,17
5769,53,6,9
5770,13,5,1
5771,6,56,36
5772,14,55,32
5773,179,88,53
5774,88,22,8
5775,137,104,49
5776,1,1,1
5777,9,4,2
5778,31,65,28
5779,1,1,1
5780,1,21,19
5781,13,33,17
5782,6,2,1
5783,151,29,17
5784,79,19,25
5785,13,4,1
5786,115,109,89
5787,463,12,56
5788,1,1,1
5789,51,5,6
5790,54,11,3
5791,276,135,28
5792,59,35,19
5793,277,69,7
5794,51,11,9
5795,4,1,1
5796,20,20,1
5797,18,20,15
5798,5,9,4
5799,105,96,12
5800,108,44,19
5801,584,165,113
5802,73,61,10
5803,52,1,3
5804,10,1,1
5805,78,32,13
5806,100,16,9
5807,22,12,5
5808,8,7,3
5809,185,34,8
5810,23,10,4
5811,193,134,12
5812,105,83,26
5813,46,17,2
5814,84,7,39
5815,3,1,1
5816,21,18,7
5817,5,22,31
5818,45,68,50
5819,208,51,61
5820,1,1,1
5821,28,3,3
5822,309,136,23
5823,54,5,2
5824,13,58,6
5825,71,35,2
5826,4,1,1
5827,21,27,2
5828,238,89,41
5829,39,117,63
5830,28,29,7
5831,26,109,3
5832,36,2,5
5833,30,6,7
5834,27,26,1
5835,32,9,1
5836,36,10,9
5837,34,21,29
5838,28,10,15
5839,6,2,11
5840,20,74,22
5841,150,2,69
5842,146,11,14
5843,21,11,6
5844,362,39,16
5845,471,83,55
5846,1,1,1
5847,159,73,13
5848,1,1,1
5849,20,8,21
5850,167,23,31
5851,14,6,1
5852,38,2,6
5853,44,17,2
5854,157,185,51
5855,25,4,6
5856,60,32,22
5857,1,2,7
5858,13,41,9
5859,244,171,105
5860,68,60,34
5861,171,104,16
5862,13,55,2
5863,55,12,15
5864,174,14,46
5865,8,38,10
5866,118,64,29
5867,578,234,34
5868,61,2,4
5869,7,2,6
5870,121,38,16
5871,23,12,7
5872,131,22,11
5873,212,236,106
5874,456,20,8
5875,413,34,113
5876,86,89,69
5877,59,9,2
5878,15,1,4
5879,186,67,47
5880,16,3,5
5881,7,11,11
5882,37,11,11
5883,56,2,10
5884,329,72,47
5885,6,6,8
5886,182,58,1
5887,315,124,5
5888,26,13,15
5889,47,34,9
5890,26,66,3
5891,78,26,6
5892,29,21,26
5893,188,97,36
5894,31,17,8
5895,35,37,66
5896,5,2,1
5897,88,13,12
5898,8,5,3
5899,32,20,26
5900,118,57,42
5901,2,1,1
5902,117,20,38
5903,17,6,1
5904,10,8,2
5905,379,125,46
5906,26,33,28
5907,1,1,1
5908,35,1,4
5909,21,100,25
5910,132,74,30
5911,29,46,23
5912,8,5,1
5913,10,1,2
5914,63,32,25
5915,47,18,2
5916,12,13,1
5917,220,81,2
5918,484,198,108
5919,130,118,47
5920,128,149,23
5921,70,22,15
5922,23,4,5
5923,3,3,1
5924,70,12,5
5925,73,78,46
5926,270,46,40
5927,3,4,2
5928,179,83,78
5929,378,134,62
5930,30,13,6
5931,61,34,16
5932,56,11,11
5933,98,32,16
5934,53,39,16
5935,19,5,4
5936,46,33,18
5937,7,7,1
5938,284,8,60
5939,90,34,11
5940,6,3,1
5941,200,178,65
5942,95,19,3
5943,6,4,1
5944,164,80,2
5945,4,90,52
5946,10,10,7
5947,43,82,7
5948,332,159,130
5949,40,33,25
5950,134,15,22
5951,17,21,5
5952,54,37,27
5953,61,29,24
5954,44,7,6
5955,147,17,14
5956,134,80,62
5957,56,22,10
5958,3,1,1
5959,38,20,1
5960,15,44,24
5961,34,18,7
5962,248,62,26
5963,178,28,2
5964,129,89,29
5965,6,3,1
5966,11,23,4
5967,23,2,4
5968,250,25,44
5969,166,34,11
5970,4,1,1
5971,52,8,18
5972,50,15,1
5973,76,40,5
5974,144,12,25
5975,109,34,14
5976,77,96,67
5977,4,2,1
5978,12,5,1
5979,10,74,52
5980,260,63,21
5981,516,80,28
5982,43,9,1
5983,4,3,1
5984,28,18,1
5985,69,26,6
5986,7,2,1
5987,62,19,4
5988,42,11,8
5989,97,188,41
5990,42,8,28
5991,6,1,1
5992,355,213,37
5993,252,180,66
5994,14,5,2
5995,13,1,1
5996,1,1,1
5997,249,140,41
5998,22,25,15
5999,2,17,19
6000,8,21,8
6001,8,2,1
6002,47,2,7
6003,1,1,1
6004,10,1,1
6005,72,6,2
6006,163,123,6
6007,160,31,20
6008,51,56,52
6009,5,160,43
6010,55,29,27
6011,1,2,1
6012,131,136,67
6013,14,3,2
6014,2,57,24
6015,379,117,85
6016,7,5,1
6017,51,48,27
6018,68,55,3
6019,91,33,30
6020,21,33,6
6021,230,11,47
6022,166,83,33
6023,74,8,7
6024,36,13,18
6025,28,39,9
6026,157,66,2
6027,10,2,1
6028,4,2,1
6029,192,97,18
6030,52,11,22
6031,1,1,1
6032,18,41,11
6033,286,101,51
6034,196,133,16
6035,43,9,5
6036,5,1,1
6037,183,70,37
6038,37,55,29
6039,99,22,56
6040,44,66,4
6041,400,19,42
6042,177,7,36
6043,19,27,14
6044,1,1,1
6045,345,62,90
6046,61,15,8
6047,24,8,2
6048,85,135,12
6049,139,69,32
6050,3,9,1
6051,14,4,1
6052,18,48,13
6053,28,20,4
6054,61,17,4
6055,61,20,49
6056,9,26,3
6057,15,5,5
6058,321,92,40
6059,401,136,55
6060,121,110,37
6061,314,68,10
6062,97,10,14
6063,84,48,11
6064,1,1,1
6065,48,130,6
6066,1,5,1
6067,90,84,23
6068,27,16,1
6069,18,9,1
6070,2,1,1
6071,42,3,6
6072,20,20,7
6073,124,3,27
6074,31,40,19
6075,2,1,1
6076,19,14,2
6077,1,1,1
6078,102,79,29
6079,195,83,43
6080,290,121,12
6081,9,3,1
6082,3,1,3
6083,125,36,20
6084,75,1,21
6085,132,192,36
6086,26,6,5
6087,61,80,36
6088,130,19,1
6089,9,11,3
6090,1,1,1
6091,2,1,1
6092,168,64,23
6093,18,12,9
6094,4,1,1
6095,24,1,3
6096,269,58,4
6097,202,62,30
6098,10,2,1
6099,6,3,1
6100,158,66,43
6101,10,19,73
6102,16,1,1
6103,2,1,1
6104,11,41,32
6105,52,41,11
6106,19,100,45
6107,161,52,21
6108,68,39,13
6109,47,34,23
6110,232,23,30
6111,279,83,9
6112,148,5,23
6113,78,16,19
6114,14,1,1
6115,86,48,1
6116,8,2,1
6117,83,50,29
6118,1,1,1
6119,2,2,1
6120,9,37,19
6121,1,1,1
6122,11,6,8
6123,44,13,2
6124,37,3,3
6125,12,16,2
6126,148,69,30
6127,341,31,93
6128,262,121,5
6129,68,26,8
6130,77,41,17
6131,305,167,33
6132,19,69,11
6133,299,121,42
6134,2,2,1
6135,244,6,32
6136,126,32,19
6137,38,7,10
6138,8,12,1
6139,272,75,71
6140,74,118,30
6141,11,11,4
6142,61,18,57
6143,37,25,55
6144,47,33,13
6145,103,46,9
6146,223,187,65
6147,21,16,5
6148,168,76,30
6149,62,3,20
6150,192,64,31
6151,10,1,1
6152,244,38,19
6153,66,15,12
6154,11,112,9
6155,69,54,51
6156,29,40,12
6157,478,215,36
6158,268,116,63
6159,41,49,14
6160,104,41,35
6161,163,68,15
6162,3,1,1
6163,96,21,12
6164,43,22,6
6165,3,11,9
6166,1,1,1
6167,89,23,1
6168,99,7,24
6169,242,105,8
6170,26,9,8
6171,11,3,3
6172,1,1,1
6173,24,3,6
6174,315,113,45
6175,176,37,23
6176,197,167,47
6177,194,70,65
6178,27,28,9
6179,164,76,23
6180,48,67,45
6181,27,182,42
6182,99,53,78
6183,35,4,2
6184,137,14,11
6185,99,79,16
6186,87,44,26
6187,40,58,23
6188,2,1,1
6189,329,129,18
6190,28,52,4
6191,1,1,1
6192,16,5,1
6193,78,28,13
6194,18,93,37
6195,2,4,1
6196,73,116,69
6197,142,132,2
6198,12,11,13
6199,50,55,17
6200,264,104,64
6201,8,3,2
6202,198,9,38
6203,1,1,1
6204,23,57,26
6205,92,6,15
6206,159,35,18
6207,23,7,1
6208,152,16,73
6209,187,102,30
6210,94,9,16
6211,83,101,24
6212,69,101,17
6213,254,29,23
6214,62,47,79
6215,115,11,28
6216,251,52,32
6217,10,3,3
6218,10,11,2
6219,32,2,1
6220,248,8,1
6221,3,7,2
6222,37,25,21
6223,312,187,43
6224,8,2,1
6225,15,10,5
6226,94,22,44
6227,15,13,4
6228,100,82,100
6229,344,3,34
6230,195,8,6
6231,65,41,8
6232,132,18,12
6233,123,42,1
6234,1,3,4
6235,31,29,22
6236,63,37,20
6237,1,1,1
6238,34,1,12
6239,3,1,12
6240,96,31,8
6241,128,17,1
6242,11,1,5
6243,1,1,1
6244,82,48,8
6245,220,46,66
6246,2,2,1
6247,16,52,4
6248,53,64,38
6249,234,129,37
6250,380,105,33
6251,95,75,31
6252,49,122,18
6253,82,58,67
6254,15,1,4
6255,7,2,2
6256,217,29,22
6257,41,22,30
6258,624,131,89
6259,64,29,4
6260,11,24,6
6261,160,12,37
6262,14,17,9
6263,129,102,30
6264,13,15,3
6265,244,116,34
6266,177,78,34
6267,21,27,7
6268,2,114,48
6269,16,17,9
6270,26,2,2
6271,6,50,10
6272,60,13,9
6273,37,27,18
6274,2,1,1
6275,35,22,13
6276,46,9,14
6277,1,1,1
6278,229,6,13
6279,143,54,1
6280,32,12,2
6281,191,38,34
6282,62,30,8
6283,44,2,11
6284,172,5,20
6285,2,1,1
6286,29,15,2
6287,29,20,14
6288,1,1,1
6289,7,1,1
6290,401,110,22
6291,191,63,34
6292,182,56,56
6293,204,82,48
6294,352,160,9
6295,3,1,1
6296,21,1,2
6297,116,24,16
6298,196,93,62
6299,270,43,61
6300,57,19,8
6301,12,1,2
6302,17,12,5
6303,5,7,3
6304,32,16,8
6305,2,4,2
6306,80,43,8
6307,53,2,5
6308,10,2,3
6309,5,2,1
6310,365,156,109
6311,59,66,24
6312,7,6,1
6313,269,61,9
6314,187,178,14
6315,75,38,12
